#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
3211,DEL CEP,000-BCQ-471,2459437.005915,4.1202,0.0022,False,Johnson V,CCD,WGR,1.231,False
3212,DEL CEP,000-BCQ-471,2459437.006042,4.1624,0.0021,False,Johnson V,CCD,WGR,1.232,False
3213,DEL CEP,000-BCQ-471,2459437.00617,4.0730,0.0023,False,Johnson V,CCD,WGR,1.232,False
3214,DEL CEP,000-BCQ-471,2459437.006285,4.0337,0.0022,False,Johnson V,CCD,WGR,1.233,False
3215,DEL CEP,000-BCQ-471,2459437.006413,4.0393,0.0023,False,Johnson V,CCD,WGR,1.233,False
3216,DEL CEP,000-BCQ-471,2459437.00654,4.0838,0.0022,False,Johnson V,CCD,WGR,1.233,False
3217,DEL CEP,000-BCQ-471,2459437.006679,4.1208,0.0021,False,Johnson V,CCD,WGR,1.234,False
3218,DEL CEP,000-BCQ-471,2459437.006806,4.1281,0.0021,False,Johnson V,CCD,WGR,1.234,False
3219,DEL CEP,000-BCQ-471,2459437.006945,4.1346,0.0021,False,Johnson V,CCD,WGR,1.234,False
3220,DEL CEP,000-BCQ-471,2459437.007061,4.1893,0.0020,False,Johnson V,CCD,WGR,1.235,False
3221,DEL CEP,000-BCQ-471,2459437.007188,4.0860,0.0021,False,Johnson V,CCD,WGR,1.235,False
3222,DEL CEP,000-BCQ-471,2459437.007315,4.0556,0.0024,False,Johnson V,CCD,WGR,1.235,False
3223,DEL CEP,000-BCQ-471,2459437.007431,4.1190,0.0021,False,Johnson V,CCD,WGR,1.236,False
3224,DEL CEP,000-BCQ-471,2459437.00757,4.1498,0.0021,False,Johnson V,CCD,WGR,1.236,False
3225,DEL CEP,000-BCQ-471,2459437.007697,4.1427,0.0021,False,Johnson V,CCD,WGR,1.236,False
3226,DEL CEP,000-BCQ-471,2459437.007825,4.0942,0.0021,False,Johnson V,CCD,WGR,1.237,False
3227,DEL CEP,000-BCQ-471,2459437.007964,4.0950,0.0021,False,Johnson V,CCD,WGR,1.237,False
3228,DEL CEP,000-BCQ-471,2459437.008091,4.1522,0.0021,False,Johnson V,CCD,WGR,1.238,False
3229,DEL CEP,000-BCQ-471,2459437.008207,4.1879,0.0021,False,Johnson V,CCD,WGR,1.238,False
3230,DEL CEP,000-BCQ-471,2459437.735359,4.1230,0.0022,False,Johnson V,CCD,WGR,1.299,False
3231,DEL CEP,000-BCQ-471,2459437.735464,4.0997,0.0021,False,Johnson V,CCD,WGR,1.299,False
3232,DEL CEP,000-BCQ-471,2459437.735568,4.1510,0.0020,False,Johnson V,CCD,WGR,1.299,False
3233,DEL CEP,000-BCQ-471,2459437.735683,4.1928,0.0020,False,Johnson V,CCD,WGR,1.298,False
3234,DEL CEP,000-BCQ-471,2459437.735788,4.1992,0.0020,False,Johnson V,CCD,WGR,1.298,False
3235,DEL CEP,000-BCQ-471,2459437.73588,4.1829,0.0021,False,Johnson V,CCD,WGR,1.298,False
3236,DEL CEP,000-BCQ-471,2459437.735984,4.2250,0.0020,False,Johnson V,CCD,WGR,1.297,False
3237,DEL CEP,000-BCQ-471,2459437.736089,4.1721,0.0021,False,Johnson V,CCD,WGR,1.297,False
3238,DEL CEP,000-BCQ-471,2459437.736181,4.2358,0.0019,False,Johnson V,CCD,WGR,1.297,False
3239,DEL CEP,000-BCQ-471,2459437.736274,4.2130,0.0019,False,Johnson V,CCD,WGR,1.296,False
3240,DEL CEP,000-BCQ-471,2459437.736389,4.1869,0.0021,False,Johnson V,CCD,WGR,1.296,False
3241,DEL CEP,000-BCQ-471,2459437.736494,4.1865,0.0020,False,Johnson V,CCD,WGR,1.296,False
3242,DEL CEP,000-BCQ-471,2459437.736586,4.1698,0.0020,False,Johnson V,CCD,WGR,1.295,False
3243,DEL CEP,000-BCQ-471,2459437.73669,4.1310,0.0021,False,Johnson V,CCD,WGR,1.295,False
3244,DEL CEP,000-BCQ-471,2459437.736795,4.1814,0.0021,False,Johnson V,CCD,WGR,1.294,False
3245,DEL CEP,000-BCQ-471,2459437.736899,4.1587,0.0020,False,Johnson V,CCD,WGR,1.294,False
3246,DEL CEP,000-BCQ-471,2459437.737003,4.2261,0.0020,False,Johnson V,CCD,WGR,1.294,False
3247,DEL CEP,000-BCQ-471,2459437.737107,4.1828,0.0020,False,Johnson V,CCD,WGR,1.293,False
3248,DEL CEP,000-BCQ-471,2459437.737211,4.2191,0.0021,False,Johnson V,CCD,WGR,1.293,False
3249,DEL CEP,000-BCQ-471,2459437.737304,4.2156,0.0020,False,Johnson V,CCD,WGR,1.293,False
3250,DEL CEP,000-BCQ-471,2459437.737408,4.2477,0.0019,False,Johnson V,CCD,WGR,1.292,False
3251,DEL CEP,000-BCQ-471,2459437.737512,4.1753,0.0021,False,Johnson V,CCD,WGR,1.292,False
3252,DEL CEP,000-BCQ-471,2459437.737605,4.1950,0.0019,False,Johnson V,CCD,WGR,1.292,False
3253,DEL CEP,000-BCQ-471,2459437.73772,4.2575,0.0019,False,Johnson V,CCD,WGR,1.291,False
3254,DEL CEP,000-BCQ-471,2459437.737825,4.2743,0.0020,False,Johnson V,CCD,WGR,1.291,False
3255,DEL CEP,000-BCQ-471,2459437.954225,4.2078,0.0019,False,Johnson V,CCD,WGR,1.128,False
3256,DEL CEP,000-BCQ-471,2459437.954341,4.2295,0.0019,False,Johnson V,CCD,WGR,1.128,False
3257,DEL CEP,000-BCQ-471,2459437.954468,4.2627,0.0018,False,Johnson V,CCD,WGR,1.129,False
3258,DEL CEP,000-BCQ-471,2459437.954595,4.2340,0.0019,False,Johnson V,CCD,WGR,1.129,False
3259,DEL CEP,000-BCQ-471,2459437.954734,4.2205,0.0019,False,Johnson V,CCD,WGR,1.129,False
3260,DEL CEP,000-BCQ-471,2459437.954862,4.3726,0.0018,False,Johnson V,CCD,WGR,1.129,False
3261,DEL CEP,000-BCQ-471,2459437.954989,4.2178,0.0019,False,Johnson V,CCD,WGR,1.129,False
3262,DEL CEP,000-BCQ-471,2459437.955128,4.2809,0.0018,False,Johnson V,CCD,WGR,1.130,False
3263,DEL CEP,000-BCQ-471,2459437.955244,4.2673,0.0019,False,Johnson V,CCD,WGR,1.130,False
3264,DEL CEP,000-BCQ-471,2459437.955371,4.2953,0.0017,False,Johnson V,CCD,WGR,1.130,False
3265,DEL CEP,000-BCQ-471,2459437.955498,4.2925,0.0018,False,Johnson V,CCD,WGR,1.130,False
3266,DEL CEP,000-BCQ-471,2459437.955626,4.2460,0.0019,False,Johnson V,CCD,WGR,1.130,False
3267,DEL CEP,000-BCQ-471,2459437.955764,4.2285,0.0019,False,Johnson V,CCD,WGR,1.131,False
3268,DEL CEP,000-BCQ-471,2459437.955892,4.3126,0.0018,False,Johnson V,CCD,WGR,1.131,False
3269,DEL CEP,000-BCQ-471,2459437.956019,4.2703,0.0019,False,Johnson V,CCD,WGR,1.131,False
3270,DEL CEP,000-BCQ-471,2459437.956146,4.3060,0.0017,False,Johnson V,CCD,WGR,1.131,False
3271,DEL CEP,000-BCQ-471,2459437.956285,4.2557,0.0018,False,Johnson V,CCD,WGR,1.131,False
3272,DEL CEP,000-BCQ-471,2459437.956401,4.2171,0.0020,False,Johnson V,CCD,WGR,1.132,False
3273,DEL CEP,000-BCQ-471,2459437.956528,4.2550,0.0018,False,Johnson V,CCD,WGR,1.132,False
3274,DEL CEP,000-BCQ-471,2459437.956714,4.2641,0.0018,False,Johnson V,CCD,WGR,1.132,False
3275,DEL CEP,000-BCQ-471,2459437.956852,4.2881,0.0020,False,Johnson V,CCD,WGR,1.132,False
3276,DEL CEP,000-BCQ-471,2459437.956991,4.2241,0.0018,False,Johnson V,CCD,WGR,1.132,False
3277,DEL CEP,000-BCQ-471,2459437.957119,4.2963,0.0018,False,Johnson V,CCD,WGR,1.133,False
3278,DEL CEP,000-BCQ-471,2459437.957246,4.1809,0.0019,False,Johnson V,CCD,WGR,1.133,False
3279,DEL CEP,000-BCQ-471,2459437.957385,4.3260,0.0018,False,Johnson V,CCD,WGR,1.133,False
3280,DEL CEP,000-BCQ-471,2459437.990568,4.2083,0.0020,False,Johnson V,CCD,WGR,1.199,False
3281,DEL CEP,000-BCQ-471,2459437.99066,4.3298,0.0018,False,Johnson V,CCD,WGR,1.199,False
3282,DEL CEP,000-BCQ-471,2459437.990764,4.3384,0.0018,False,Johnson V,CCD,WGR,1.199,False
3283,DEL CEP,000-BCQ-471,2459437.990869,4.2851,0.0019,False,Johnson V,CCD,WGR,1.199,False
3284,DEL CEP,000-BCQ-471,2459437.990961,4.2873,0.0018,False,Johnson V,CCD,WGR,1.200,False
3285,DEL CEP,000-BCQ-471,2459437.991065,4.2707,0.0020,False,Johnson V,CCD,WGR,1.200,False
3286,DEL CEP,000-BCQ-471,2459437.99117,4.2968,0.0018,False,Johnson V,CCD,WGR,1.200,False
3287,DEL CEP,000-BCQ-471,2459437.991262,4.3249,0.0018,False,Johnson V,CCD,WGR,1.200,False
3288,DEL CEP,000-BCQ-471,2459437.991366,4.2500,0.0019,False,Johnson V,CCD,WGR,1.201,False
3289,DEL CEP,000-BCQ-471,2459437.99147,4.3632,0.0018,False,Johnson V,CCD,WGR,1.201,False
3290,DEL CEP,000-BCQ-471,2459437.991563,4.2774,0.0019,False,Johnson V,CCD,WGR,1.201,False
3291,DEL CEP,000-BCQ-471,2459437.991667,4.3154,0.0019,False,Johnson V,CCD,WGR,1.201,False
3292,DEL CEP,000-BCQ-471,2459437.991771,4.2852,0.0020,False,Johnson V,CCD,WGR,1.202,False
3293,DEL CEP,000-BCQ-471,2459437.991876,4.3337,0.0018,False,Johnson V,CCD,WGR,1.202,False
3294,DEL CEP,000-BCQ-471,2459437.99198,4.2750,0.0017,False,Johnson V,CCD,WGR,1.202,False
3295,DEL CEP,000-BCQ-471,2459437.992084,4.3926,0.0017,False,Johnson V,CCD,WGR,1.202,False
3296,DEL CEP,000-BCQ-471,2459437.992177,4.2616,0.0018,False,Johnson V,CCD,WGR,1.203,False
3297,DEL CEP,000-BCQ-471,2459437.992269,4.2669,0.0018,False,Johnson V,CCD,WGR,1.203,False
3298,DEL CEP,000-BCQ-471,2459437.992373,4.2356,0.0019,False,Johnson V,CCD,WGR,1.203,False
3299,DEL CEP,000-BCQ-471,2459437.992477,4.3252,0.0019,False,Johnson V,CCD,WGR,1.203,False
3300,DEL CEP,000-BCQ-471,2459437.992582,4.3544,0.0018,False,Johnson V,CCD,WGR,1.204,False
3301,DEL CEP,000-BCQ-471,2459437.992674,4.3188,0.0018,False,Johnson V,CCD,WGR,1.204,False
3302,DEL CEP,000-BCQ-471,2459437.992778,4.2890,0.0017,False,Johnson V,CCD,WGR,1.204,False
3303,DEL CEP,000-BCQ-471,2459437.992871,4.3011,0.0018,False,Johnson V,CCD,WGR,1.204,False
3304,DEL CEP,000-BCQ-471,2459437.992975,4.2797,0.0018,False,Johnson V,CCD,WGR,1.205,False
3305,DEL CEP,000-BCQ-471,2459438.02294,4.1894,0.0033,False,Johnson V,CCD,WGR,1.293,False
3306,DEL CEP,000-BCQ-471,2459438.02294,4.1739,0.0037,False,Johnson V,CCD,WGR,1.293,False
3307,DEL CEP,000-BCQ-471,2459438.023033,4.3159,0.0031,False,Johnson V,CCD,WGR,1.293,False
3308,DEL CEP,000-BCQ-471,2459438.023033,4.2674,0.0037,False,Johnson V,CCD,WGR,1.293,False
3309,DEL CEP,000-BCQ-471,2459438.023137,4.4245,0.0029,False,Johnson V,CCD,WGR,1.293,False
3310,DEL CEP,000-BCQ-471,2459438.023137,4.3621,0.0036,False,Johnson V,CCD,WGR,1.293,False
3311,DEL CEP,000-BCQ-471,2459438.02323,4.3522,0.0035,False,Johnson V,CCD,WGR,1.294,False
3312,DEL CEP,000-BCQ-471,2459438.02323,4.2905,0.0038,False,Johnson V,CCD,WGR,1.294,False
3313,DEL CEP,000-BCQ-471,2459438.023334,4.3198,0.0034,False,Johnson V,CCD,WGR,1.294,False
3314,DEL CEP,000-BCQ-471,2459438.023334,4.2550,0.0038,False,Johnson V,CCD,WGR,1.294,False
3315,DEL CEP,000-BCQ-471,2459438.023438,4.3482,0.0031,False,Johnson V,CCD,WGR,1.294,False
3316,DEL CEP,000-BCQ-471,2459438.023438,4.3049,0.0037,False,Johnson V,CCD,WGR,1.294,False
3317,DEL CEP,000-BCQ-471,2459438.023531,4.2135,0.0034,False,Johnson V,CCD,WGR,1.295,False
3318,DEL CEP,000-BCQ-471,2459438.023531,4.1490,0.0042,False,Johnson V,CCD,WGR,1.295,False
3319,DEL CEP,000-BCQ-471,2459438.023635,4.3187,0.0033,False,Johnson V,CCD,WGR,1.295,False
3320,DEL CEP,000-BCQ-471,2459438.023635,4.2736,0.0041,False,Johnson V,CCD,WGR,1.295,False
3321,DEL CEP,000-BCQ-471,2459438.023739,4.3832,0.0035,False,Johnson V,CCD,WGR,1.295,False
3322,DEL CEP,000-BCQ-471,2459438.023739,4.3195,0.0040,False,Johnson V,CCD,WGR,1.295,False
3323,DEL CEP,000-BCQ-471,2459438.023832,4.4058,0.0032,False,Johnson V,CCD,WGR,1.296,False
3324,DEL CEP,000-BCQ-471,2459438.023832,4.3401,0.0039,False,Johnson V,CCD,WGR,1.296,False
3325,DEL CEP,000-BCQ-471,2459438.023936,4.3541,0.0034,False,Johnson V,CCD,WGR,1.296,False
3326,DEL CEP,000-BCQ-471,2459438.023936,4.3051,0.0038,False,Johnson V,CCD,WGR,1.296,False
3327,DEL CEP,000-BCQ-471,2459438.024028,4.3584,0.0035,False,Johnson V,CCD,WGR,1.296,False
3328,DEL CEP,000-BCQ-471,2459438.024028,4.2825,0.0040,False,Johnson V,CCD,WGR,1.296,False
3329,DEL CEP,000-BCQ-471,2459438.024144,4.4540,0.0035,False,Johnson V,CCD,WGR,1.297,False
3330,DEL CEP,000-BCQ-471,2459438.024144,4.3725,0.0041,False,Johnson V,CCD,WGR,1.297,False
3331,DEL CEP,000-BCQ-471,2459438.024237,4.2997,0.0037,False,Johnson V,CCD,WGR,1.297,False
3332,DEL CEP,000-BCQ-471,2459438.024237,4.2511,0.0044,False,Johnson V,CCD,WGR,1.297,False
3333,DEL CEP,000-BCQ-471,2459438.024341,4.3545,0.0037,False,Johnson V,CCD,WGR,1.297,False
3334,DEL CEP,000-BCQ-471,2459438.024341,4.3048,0.0044,False,Johnson V,CCD,WGR,1.297,False
3335,DEL CEP,000-BCQ-471,2459438.024445,4.3958,0.0034,False,Johnson V,CCD,WGR,1.298,False
3336,DEL CEP,000-BCQ-471,2459438.024445,4.3307,0.0041,False,Johnson V,CCD,WGR,1.298,False
3337,DEL CEP,000-BCQ-471,2459438.024538,4.4098,0.0037,False,Johnson V,CCD,WGR,1.298,False
3338,DEL CEP,000-BCQ-471,2459438.024538,4.3492,0.0043,False,Johnson V,CCD,WGR,1.298,False
3339,DEL CEP,000-BCQ-471,2459438.024642,4.2931,0.0034,False,Johnson V,CCD,WGR,1.298,False
3340,DEL CEP,000-BCQ-471,2459438.024642,4.2399,0.0043,False,Johnson V,CCD,WGR,1.298,False
3341,DEL CEP,000-BCQ-471,2459438.024746,4.2922,0.0038,False,Johnson V,CCD,WGR,1.299,False
3342,DEL CEP,000-BCQ-471,2459438.024746,4.2367,0.0047,False,Johnson V,CCD,WGR,1.299,False
3343,DEL CEP,000-BCQ-471,2459438.02485,4.3348,0.0040,False,Johnson V,CCD,WGR,1.299,False
3344,DEL CEP,000-BCQ-471,2459438.02485,4.2904,0.0046,False,Johnson V,CCD,WGR,1.299,False
3345,DEL CEP,000-BCQ-471,2459438.024954,4.3668,0.0040,False,Johnson V,CCD,WGR,1.300,False
3346,DEL CEP,000-BCQ-471,2459438.024954,4.2746,0.0046,False,Johnson V,CCD,WGR,1.300,False
3347,DEL CEP,000-BCQ-471,2459438.025047,4.3529,0.0040,False,Johnson V,CCD,WGR,1.300,False
3348,DEL CEP,000-BCQ-471,2459438.025047,4.2794,0.0047,False,Johnson V,CCD,WGR,1.300,False
3349,DEL CEP,000-BCQ-471,2459438.025151,4.3867,0.0039,False,Johnson V,CCD,WGR,1.300,False
3350,DEL CEP,000-BCQ-471,2459438.025151,4.3239,0.0045,False,Johnson V,CCD,WGR,1.300,False
3351,DEL CEP,000-BCQ-471,2459438.025244,4.4239,0.0040,False,Johnson V,CCD,WGR,1.301,False
3352,DEL CEP,000-BCQ-471,2459438.025244,4.3409,0.0046,False,Johnson V,CCD,WGR,1.301,False
3353,DEL CEP,000-BCQ-471,2459438.025348,4.2338,0.0042,False,Johnson V,CCD,WGR,1.301,False
3354,DEL CEP,000-BCQ-471,2459438.025348,4.1842,0.0052,False,Johnson V,CCD,WGR,1.301,False
3355,DEL CEP,000-BCQ-471,2459439.896482,3.5729,0.0031,False,Johnson V,CCD,WGR,1.079,False
3356,DEL CEP,000-BCQ-471,2459439.896575,3.5656,0.0029,False,Johnson V,CCD,WGR,1.079,False
3357,DEL CEP,000-BCQ-471,2459439.89669,3.6261,0.0030,False,Johnson V,CCD,WGR,1.079,False
3358,DEL CEP,000-BCQ-471,2459439.896783,3.5959,0.0030,False,Johnson V,CCD,WGR,1.079,False
3359,DEL CEP,000-BCQ-471,2459439.896887,3.5541,0.0029,False,Johnson V,CCD,WGR,1.079,False
3360,DEL CEP,000-BCQ-471,2459439.89698,3.6406,0.0028,False,Johnson V,CCD,WGR,1.079,False
3361,DEL CEP,000-BCQ-471,2459439.897084,3.6718,0.0029,False,Johnson V,CCD,WGR,1.079,False
3362,DEL CEP,000-BCQ-471,2459439.897188,3.6135,0.0029,False,Johnson V,CCD,WGR,1.079,False
3363,DEL CEP,000-BCQ-471,2459439.897281,3.6794,0.0027,False,Johnson V,CCD,WGR,1.079,False
3364,DEL CEP,000-BCQ-471,2459439.897385,3.6663,0.0029,False,Johnson V,CCD,WGR,1.079,False
3365,DEL CEP,000-BCQ-471,2459439.897489,3.6142,0.0028,False,Johnson V,CCD,WGR,1.079,False
3366,DEL CEP,000-BCQ-471,2459439.897593,3.6206,0.0030,False,Johnson V,CCD,WGR,1.079,False
3367,DEL CEP,000-BCQ-471,2459439.897686,3.6837,0.0028,False,Johnson V,CCD,WGR,1.079,False
3368,DEL CEP,000-BCQ-471,2459439.89779,3.5779,0.0031,False,Johnson V,CCD,WGR,1.079,False
3369,DEL CEP,000-BCQ-471,2459439.897894,3.6377,0.0030,False,Johnson V,CCD,WGR,1.079,False
3370,DEL CEP,000-BCQ-471,2459439.897987,3.6789,0.0028,False,Johnson V,CCD,WGR,1.079,False
3371,DEL CEP,000-BCQ-471,2459439.898091,3.5877,0.0031,False,Johnson V,CCD,WGR,1.080,False
3372,DEL CEP,000-BCQ-471,2459439.898183,3.5931,0.0030,False,Johnson V,CCD,WGR,1.080,False
3373,DEL CEP,000-BCQ-471,2459439.898288,3.6737,0.0030,False,Johnson V,CCD,WGR,1.080,False
3374,DEL CEP,000-BCQ-471,2459439.89838,3.6076,0.0028,False,Johnson V,CCD,WGR,1.080,False
3375,DEL CEP,000-BCQ-471,2459439.898473,3.6244,0.0028,False,Johnson V,CCD,WGR,1.080,False
3376,DEL CEP,000-BCQ-471,2459439.898565,3.6600,0.0029,False,Johnson V,CCD,WGR,1.080,False
3377,DEL CEP,000-BCQ-471,2459439.89867,3.6140,0.0031,False,Johnson V,CCD,WGR,1.080,False
3378,DEL CEP,000-BCQ-471,2459439.898762,3.6457,0.0029,False,Johnson V,CCD,WGR,1.080,False
3379,DEL CEP,000-BCQ-471,2459439.898878,3.6609,0.0030,False,Johnson V,CCD,WGR,1.080,False
3380,DEL CEP,000-BCQ-471,2459439.996112,3.5274,0.0033,False,Johnson V,CCD,WGR,1.227,False
3381,DEL CEP,000-BCQ-471,2459439.996239,3.5755,0.0034,False,Johnson V,CCD,WGR,1.227,False
3382,DEL CEP,000-BCQ-471,2459439.996389,3.6152,0.0032,False,Johnson V,CCD,WGR,1.228,False
3383,DEL CEP,000-BCQ-471,2459439.996552,3.6292,0.0031,False,Johnson V,CCD,WGR,1.228,False
3384,DEL CEP,000-BCQ-471,2459439.996725,3.6341,0.0031,False,Johnson V,CCD,WGR,1.229,False
3385,DEL CEP,000-BCQ-471,2459439.996899,3.6233,0.0031,False,Johnson V,CCD,WGR,1.229,False
3386,DEL CEP,000-BCQ-471,2459439.997038,3.6175,0.0030,False,Johnson V,CCD,WGR,1.230,False
3387,DEL CEP,000-BCQ-471,2459439.997177,3.5651,0.0033,False,Johnson V,CCD,WGR,1.230,False
3388,DEL CEP,000-BCQ-471,2459439.997339,3.5973,0.0034,False,Johnson V,CCD,WGR,1.230,False
3389,DEL CEP,000-BCQ-471,2459439.997512,3.5581,0.0033,False,Johnson V,CCD,WGR,1.231,False
3390,DEL CEP,000-BCQ-471,2459439.997686,3.6469,0.0031,False,Johnson V,CCD,WGR,1.231,False
3391,DEL CEP,000-BCQ-471,2459439.997871,3.4527,0.0035,False,Johnson V,CCD,WGR,1.232,False
3392,DEL CEP,000-BCQ-471,2459439.998045,3.6038,0.0033,False,Johnson V,CCD,WGR,1.232,False
3393,DEL CEP,000-BCQ-471,2459439.998218,3.5786,0.0031,False,Johnson V,CCD,WGR,1.233,False
3394,DEL CEP,000-BCQ-471,2459439.998392,3.5343,0.0031,False,Johnson V,CCD,WGR,1.233,False
3395,DEL CEP,000-BCQ-471,2459439.998531,3.5766,0.0030,False,Johnson V,CCD,WGR,1.234,False
3396,DEL CEP,000-BCQ-471,2459439.998681,3.5205,0.0034,False,Johnson V,CCD,WGR,1.234,False
3397,DEL CEP,000-BCQ-471,2459439.998843,3.6672,0.0032,False,Johnson V,CCD,WGR,1.235,False
3398,DEL CEP,000-BCQ-471,2459439.998994,3.5737,0.0032,False,Johnson V,CCD,WGR,1.235,False
3399,DEL CEP,000-BCQ-471,2459439.999121,3.5476,0.0033,False,Johnson V,CCD,WGR,1.235,False
3400,DEL CEP,000-BCQ-471,2459439.99926,3.4533,0.0034,False,Johnson V,CCD,WGR,1.236,False
3401,DEL CEP,000-BCQ-471,2459439.99941,3.5444,0.0032,False,Johnson V,CCD,WGR,1.236,False
3402,DEL CEP,000-BCQ-471,2459439.999526,3.5731,0.0032,False,Johnson V,CCD,WGR,1.237,False
3403,DEL CEP,000-BCQ-471,2459439.999665,3.6330,0.0033,False,Johnson V,CCD,WGR,1.237,False
3404,DEL CEP,000-BCQ-471,2459439.999815,3.6223,0.0032,False,Johnson V,CCD,WGR,1.237,False
3405,DEL CEP,000-BCQ-471,2459440.90647,3.6251,0.0027,False,Johnson V,CCD,WGR,1.086,False
3406,DEL CEP,000-BCQ-471,2459440.906575,3.6821,0.0025,False,Johnson V,CCD,WGR,1.086,False
3407,DEL CEP,000-BCQ-471,2459440.906667,3.6774,0.0026,False,Johnson V,CCD,WGR,1.086,False
3408,DEL CEP,000-BCQ-471,2459440.906771,3.7392,0.0024,False,Johnson V,CCD,WGR,1.086,False
3409,DEL CEP,000-BCQ-471,2459440.906876,3.7151,0.0024,False,Johnson V,CCD,WGR,1.086,False
3410,DEL CEP,000-BCQ-471,2459440.90698,3.7033,0.0025,False,Johnson V,CCD,WGR,1.086,False
3411,DEL CEP,000-BCQ-471,2459440.907072,3.6969,0.0025,False,Johnson V,CCD,WGR,1.086,False
3412,DEL CEP,000-BCQ-471,2459440.907177,3.7049,0.0025,False,Johnson V,CCD,WGR,1.086,False
3413,DEL CEP,000-BCQ-471,2459440.907281,3.6645,0.0026,False,Johnson V,CCD,WGR,1.086,False
3414,DEL CEP,000-BCQ-471,2459440.907385,3.6520,0.0027,False,Johnson V,CCD,WGR,1.086,False
3415,DEL CEP,000-BCQ-471,2459440.907477,3.6971,0.0026,False,Johnson V,CCD,WGR,1.086,False
3416,DEL CEP,000-BCQ-471,2459440.907582,3.6658,0.0025,False,Johnson V,CCD,WGR,1.086,False
3417,DEL CEP,000-BCQ-471,2459440.907674,3.6967,0.0027,False,Johnson V,CCD,WGR,1.087,False
3418,DEL CEP,000-BCQ-471,2459440.907778,3.6097,0.0027,False,Johnson V,CCD,WGR,1.087,False
3419,DEL CEP,000-BCQ-471,2459440.907894,3.6671,0.0025,False,Johnson V,CCD,WGR,1.087,False
3420,DEL CEP,000-BCQ-471,2459440.907998,3.6953,0.0025,False,Johnson V,CCD,WGR,1.087,False
3421,DEL CEP,000-BCQ-471,2459440.908102,3.7032,0.0026,False,Johnson V,CCD,WGR,1.087,False
3422,DEL CEP,000-BCQ-471,2459440.908195,3.6675,0.0026,False,Johnson V,CCD,WGR,1.087,False
3423,DEL CEP,000-BCQ-471,2459440.908288,3.6691,0.0025,False,Johnson V,CCD,WGR,1.087,False
3424,DEL CEP,000-BCQ-471,2459440.908392,3.7079,0.0025,False,Johnson V,CCD,WGR,1.087,False
3425,DEL CEP,000-BCQ-471,2459440.908484,3.6924,0.0025,False,Johnson V,CCD,WGR,1.087,False
3426,DEL CEP,000-BCQ-471,2459440.908589,3.6582,0.0025,False,Johnson V,CCD,WGR,1.087,False
3427,DEL CEP,000-BCQ-471,2459440.908693,3.6558,0.0027,False,Johnson V,CCD,WGR,1.087,False
3428,DEL CEP,000-BCQ-471,2459440.908797,3.7269,0.0026,False,Johnson V,CCD,WGR,1.087,False
3429,DEL CEP,000-BCQ-471,2459440.908889,3.7349,0.0025,False,Johnson V,CCD,WGR,1.087,False
3430,DEL CEP,000-BCQ-471,2459442.982917,4.1394,0.0055,False,Johnson V,CCD,WGR,1.214,False
3431,DEL CEP,000-BCQ-471,2459442.98301,4.0964,0.0050,False,Johnson V,CCD,WGR,1.214,False
3432,DEL CEP,000-BCQ-471,2459442.983102,4.1450,0.0053,False,Johnson V,CCD,WGR,1.214,False
3433,DEL CEP,000-BCQ-471,2459442.983207,4.1659,0.0050,False,Johnson V,CCD,WGR,1.214,False
3434,DEL CEP,000-BCQ-471,2459442.983311,4.0483,0.0055,False,Johnson V,CCD,WGR,1.215,False
3435,DEL CEP,000-BCQ-471,2459442.983403,4.1208,0.0052,False,Johnson V,CCD,WGR,1.215,False
3436,DEL CEP,000-BCQ-471,2459442.983508,4.1154,0.0058,False,Johnson V,CCD,WGR,1.215,False
3437,DEL CEP,000-BCQ-471,2459442.983612,4.1348,0.0052,False,Johnson V,CCD,WGR,1.215,False
3438,DEL CEP,000-BCQ-471,2459442.983704,4.1535,0.0052,False,Johnson V,CCD,WGR,1.216,False
3439,DEL CEP,000-BCQ-471,2459442.983797,4.1934,0.0051,False,Johnson V,CCD,WGR,1.216,False
3440,DEL CEP,000-BCQ-471,2459442.983901,4.1227,0.0052,False,Johnson V,CCD,WGR,1.216,False
3441,DEL CEP,000-BCQ-471,2459442.983994,4.1014,0.0051,False,Johnson V,CCD,WGR,1.216,False
3442,DEL CEP,000-BCQ-471,2459442.984098,4.1547,0.0051,False,Johnson V,CCD,WGR,1.217,False
3443,DEL CEP,000-BCQ-471,2459442.984202,4.1093,0.0055,False,Johnson V,CCD,WGR,1.217,False
3444,DEL CEP,000-BCQ-471,2459442.984306,4.0631,0.0056,False,Johnson V,CCD,WGR,1.217,False
3445,DEL CEP,000-BCQ-471,2459442.984399,4.1582,0.0052,False,Johnson V,CCD,WGR,1.218,False
3446,DEL CEP,000-BCQ-471,2459442.984503,4.1109,0.0050,False,Johnson V,CCD,WGR,1.218,False
3447,DEL CEP,000-BCQ-471,2459442.984595,4.0989,0.0052,False,Johnson V,CCD,WGR,1.218,False
3448,DEL CEP,000-BCQ-471,2459442.984688,4.1024,0.0052,False,Johnson V,CCD,WGR,1.218,False
3449,DEL CEP,000-BCQ-471,2459442.984792,4.1060,0.0050,False,Johnson V,CCD,WGR,1.219,False
3450,DEL CEP,000-BCQ-471,2459442.984885,4.1526,0.0053,False,Johnson V,CCD,WGR,1.219,False
